,G1,G2,G3,SP2_1,SP2_2,SP2_3,R1,R2,R3,SP1_1,SP1_2,SP1_3,NC,Time
93,28130.08002674523,27703.968171235967,28067.013540175358,18484.487780169682,18272.054694519316,18198.314966327154,3674.4406256575717,3425.5112372421645,3421.5686274509803,11702.720824996593,11561.232650184344,11730.594441063098,185.53459119496856,940
94,28267.160844489856,27837.326590346212,28001.314705975903,18452.224029714238,18256.851046617452,18193.127695318588,3661.7881562264206,3428.8334948005113,3377.803698573546,11668.730407523512,11529.888544327503,11690.537359969561,188.08777429467082,950
95,28272.29180527031,27939.695120187436,27977.05886514787,18435.1263424247,18166.35703428475,18108.7558936681,3651.468696815766,3410.813271728364,3397.3433522928226,11616.285634482472,11482.486066542815,11657.342735742235,188.48167539267016,960
96,27917.54851269412,27584.83027922919,27728.16535528001,18196.507372726297,18039.598028882105,17897.98853464749,3560.979458164677,3342.0333849887843,3313.841468836134,11416.272210352274,11260.546165590185,11405.885312844728,185.0715746421268,970
97,27891.642000311575,27516.831176915213,27579.488547365552,18207.183180626806,17916.405023547883,17789.133821467516,3551.636620626379,3332.6271386152616,3294.1334840124973,11370.490068937273,11197.162662533368,11320.558223289316,184.69387755102042,980
98,28232.69827224673,27638.347446435666,27966.29531433832,18417.96894978868,18185.925674781305,17965.249740189276,3596.249903348024,3348.9877053273667,3327.0868176103527,11423.055668389083,11428.01750786241,11466.715037992264,188.93528183716077,990
99,27938.189084895257,27468.54395604396,27546.506734006733,18267.956570155904,18030.27777777778,17851.046255506608,3563.4247842170157,3312.5,3297.047461368654,11319.272009029346,11279.238197424893,11389.709797657082,187.5,1000
100,27979.716721672165,27396.929824561405,27533.35201793722,18137.667037861916,17999.37430478309,17782.862239297476,3531.1732186732183,3291.5697674418607,3297.615766262403,11278.036723163841,11171.47435897436,11365.691489361703,187.5,1010
101,27928.583190959427,27275.854460755996,27408.20531424558,18180.882420882423,17977.735714665636,17699.146994327715,3528.789714679285,3272.024503731821,3269.6172943697698,11170.223287172439,11118.939753268112,11254.56961125751,190.22869022869023,1020
102,28003.659805814605,27477.448541362122,27692.419835233002,18256.68510834486,17847.63889398891,17811.141762801515,3508.6910922969873,3252.565113494853,3275.386978531878,11209.993472889179,11147.703922686356,11315.41863000211,187.75933609958506,1030
