,G1,G2,G3,SP2_1,SP2_2,SP2_3,R1,R2,R3,SP1_1,SP1_2,SP1_3,NC,Time
39,24237.1739563284,23607.908484957665,24751.898675558026,18911.8648415456,17962.66916052371,17795.496163236832,3826.7131789581817,3410.7224933791504,3115.896181601342,13115.799770626729,12787.644003676234,13512.068927476115,139.34426229508196,400
40,24962.578264441734,24164.89512864279,25353.268268007647,19152.972507245242,18054.3929179292,17881.01913658798,3922.2442521657194,3455.948651467792,3130.806079698613,13330.73414688052,12973.103897413632,13746.236135627396,141.1451398135819,410
41,25536.22526323714,24470.621609223945,25759.561690591145,19362.495546782415,18226.549089620676,18132.373655995703,3945.3036520242904,3531.8901064259917,3145.070626675867,13299.7745295136,13114.28022134176,13771.429064787955,143.04461942257217,420
42,26262.462282237226,25155.739940139676,26296.397849462366,19429.125428496092,18175.212656667354,18196.030283080974,4003.7499488940675,3627.9724686955797,3175.283595780462,13203.807944273985,13090.078115513821,13760.843164755383,145.80645161290323,430
43,26742.34693877551,26041.447639661925,27141.295190467205,19532.56160954948,18361.471909968506,18266.632909445187,4035.477130550712,3706.8195112439876,3206.9463031114083,13225.468225264789,13143.638907175773,13801.743999486585,146.68367346938774,440
44,26960.21263752066,26902.11086134108,27852.527621872734,19588.31676237463,18313.381805794503,18401.788800149454,4068.84242093442,3776.7046250652807,3246.927689038345,13198.3078756159,13152.745251105905,13815.024230093113,150.06305170239597,450
45,27144.224186268406,27183.914195925045,28600.86684703247,19530.517773835338,18350.167327695417,18421.58839911649,4110.667221528644,3807.637199433124,3268.663597109118,13169.435720876852,13074.784237094937,13778.655225973696,151.06117353308363,460
46,27342.8278939005,27470.297029702968,28712.812953269848,19535.087605619203,18355.650257473982,18461.8018840719,4116.462673874749,3866.4413083099353,3301.596689180836,13126.62381102975,13046.735878623833,13812.289694739644,154.70297029702968,470
47,27292.506744712628,27468.055979004883,28768.16271506537,19406.954177382195,18249.980758414495,18479.771073521075,4143.971354946964,3869.8788464509794,3320.22932022932,13052.958404112716,12949.8946998947,13687.788162364432,157.24815724815724,480
48,27371.04622871046,27435.051813624123,28784.17941287948,19328.547003729484,18143.22343682697,18250.878939219318,4128.405075655272,3896.8075719900535,3348.2441562391377,12910.14195942516,12932.874069595013,13498.91379909628,161.80048661800484,490
49,27273.139164233726,27408.241893993345,28774.604723588876,19214.49650427119,18088.696095139567,18163.429191224976,4164.089322167579,3897.741711444968,3350.185082027874,12814.55032198421,12803.213329029262,13380.866354097912,159.2279855247286,500
50,27139.811426963133,27568.181818181816,28835.75589170555,19154.94599790177,18113.92907402195,18182.548239998207,4212.918660287081,3938.464864241656,3367.0988293005744,12850.421912292013,12817.851552526115,13438.634956374895,154.3062200956938,510
51,27097.341696535248,27482.14285714286,28620.679012345678,19040.659109991604,18079.428904428907,18087.587412587414,4191.250495441935,3936.2774451097803,3386.4264919941775,12721.057767369242,12701.113671274961,13331.748346946713,158.33333333333334,520
52,26946.009271177743,27219.578053398764,28534.993981058462,18925.34326123226,17916.765169424743,17919.079984239557,4187.943262411347,3944.8230315573396,3364.035491695066,12624.774752434329,12543.67429504521,13146.817226089704,161.93853427895982,530
53,27052.47710795291,27227.255132370225,28577.63626281751,18916.161029301486,17888.373388648568,17882.562772667723,4216.216216216217,3934.4331272430827,3376.1482379995705,12619.017114941027,12583.990727632217,13088.578493329725,166.86251468860164,540
54,26900.588857832896,27054.331717296307,28412.95441895683,18699.0535775451,17885.47257876313,17884.336215126765,4230.117514735188,3953.3255542590437,3383.722843874474,12495.633313550727,12458.79096441335,13049.75829304884,164.5274212368728,550
55,26962.617298173467,27274.111089652808,28622.59517843473,18734.155373066656,17945.8484273287,17937.956657317427,4262.039263491383,3981.6334321809472,3409.87619686528,12498.64812668984,12457.816649332752,13044.819297861013,168.01853997682502,560
56,27142.79587650835,27330.07911350257,28666.131247784473,18810.321470212646,18030.55972660902,18055.278827732614,4294.316967773826,4030.422196443205,3430.7641241089905,12560.44660184018,12516.767654061125,13069.341406459878,172.8110599078341,570
57,27128.523918553932,27366.728751695475,28547.078215689176,18847.340370804784,17997.44372756565,18044.69655130093,4294.309578199408,4026.8009674072146,3440.913558458702,12557.298332984261,12421.791028959837,13017.488270995493,171.82130584192439,580
58,27116.02603319232,27294.84787039402,28684.073652239942,18916.432443011618,18058.041203862358,18064.942976713915,4318.891003838113,4049.9966118127845,3446.0722691140745,12497.248698794876,12377.652887212618,13010.270705646939,174.25968109339408,590
59,26981.4229412342,27140.876244195475,28522.43874588632,18792.16144051309,17989.558672220723,18003.16108783469,4290.164399092971,4026.7542739507635,3455.763572646689,12391.62435459909,12296.142659962534,12938.53157801723,172.3356009070295,600
60,27025.975860297895,27080.80831453308,28615.91169551843,18779.67038851849,17967.01510739441,17987.188984921617,4288.566047888082,4032.999718792341,3467.42384530258,12367.736907926574,12283.683370179317,12845.831005153037,171.75141242937852,610
61,27052.96134069701,27076.97391834867,28428.679576061837,18746.926324426622,17982.640942243248,17961.807608909916,4284.081974281584,4019.318512152273,3462.7657735522907,12273.35650878391,12258.275129061647,12814.913734880582,174.1573033707865,620
62,26980.727660720262,27067.884607139164,28544.268982760892,18851.212087871787,17997.45979118437,17989.285679395874,4316.509564386799,4044.9869855275065,3486.478920873009,12351.952320413131,12234.587478296888,12837.479687238121,173.37807606263982,630
63,27270.249283410067,27148.051973993028,28499.75485466011,18850.911894341738,18061.293062469387,18106.635518543622,4321.821298137048,4053.709097138942,3504.526845006537,12354.224169333487,12245.23354268268,12822.93986636971,177.06013363028953,640
64,27123.589760608065,27299.37534606866,28665.470188726,18776.83583457441,18151.845104133175,18081.67428538123,4337.257290513105,4054.263565891473,3497.53590749867,12311.362464389273,12165.669988925803,12792.802127955048,177.18715393134,650
65,27336.681220574734,27193.83690978694,28571.54010045304,18845.2887584109,18136.32761646007,18190.935031196102,4348.327502878558,4086.6812205747324,3518.1825830692965,12304.903918442007,12143.58671960958,12775.264394137506,179.91169977924943,660
66,27479.079548769816,27300.368333109735,28750.315154139025,18982.86042315893,18243.44119061302,18225.969635937483,4361.222755145408,4091.3082502486477,3515.4684672756957,12361.97136197136,12198.027999397862,12739.87407693478,181.3186813186813,670
67,27406.4989639473,27165.548759801877,28587.353824283065,18924.56266624941,18226.193150536645,18264.818529788856,4333.612383052434,4065.1679665473594,3510.2969319836793,12239.482616988329,12148.974430955295,12697.221354326977,184.00876232201534,680
68,27319.32613999684,27203.5622980891,28537.994783945807,18894.033849018837,18134.511189091732,18189.26561529404,4336.359710158837,4066.312889509607,3528.93665512622,12229.912196216676,12068.255371908359,12567.457334815068,181.22270742358077,690
69,27206.254125118183,27203.30727305593,28340.011081051405,18768.290559125737,18173.053089742854,18120.53536914231,4313.89841969794,4058.4518486488537,3504.572454191714,12167.287769291246,11999.389690871067,12579.62124514714,180.6311207834603,700
70,26933.930301792072,26837.998172654665,28069.45945945946,18486.126126126128,18035.900666535425,18021.553700297158,4259.935649935649,4011.433429090696,3459.302442776437,12012.256069628951,11826.646317775681,12424.887434407266,180.54054054054055,710
71,26906.151404921868,26917.69204876954,28083.058343421722,18487.988505747126,17992.893514382708,17970.025349681782,4242.9183870847755,4006.0065237651447,3446.131223244683,11976.38878763578,11791.11371898493,12393.056003151074,185.3448275862069,720
72,27107.949880579188,27077.1941439411,28313.010049316996,18747.285451375436,18189.753134796236,18215.888510576642,4295.1394083327095,4035.4390580683685,3500.5854602226455,12075.734034409856,11912.34301830566,12445.21130108723,186.42241379310343,730
73,27355.232419215266,27176.173352636248,28421.374987379466,18809.836140503234,18262.09941247535,18177.064747942775,4274.739745115686,4053.6744079338428,3509.38425209811,12092.601530952154,11823.251043299113,12433.36260033605,189.04403866809884,740
74,27178.4286374197,27229.57103881514,28423.353284825072,18704.555956661763,18278.96488779126,18229.892510935744,4258.947934321069,4028.409518488535,3492.949262011717,12015.083561146352,11810.344493048266,12446.588049215281,187.6332622601279,750
75,27308.714133900106,27166.01027123916,28397.08102428042,18701.14003949835,18311.78790439191,18295.867268535258,4266.070210659168,4045.640494625827,3493.7916532799522,12012.050943076332,11819.802843577525,12391.962346361803,191.28586609989375,760
76,27590.916968826255,27420.789485777306,28659.123146357193,18974.15331455755,18495.880815932196,18443.143473855776,4314.930143365902,4064.6575904768424,3546.9664228723414,12042.371074490293,11841.033434650457,12366.990756888732,189.36170212765956,770
77,27508.906155115063,27364.555782965985,28529.164623161887,19016.897608106516,18469.61365748923,18366.395372124403,4291.989209343727,4051.641197850105,3538.164664636731,12064.32816366207,11813.164319711954,12359.119830328736,190.88016967126194,780
78,27474.480816613865,27217.87838977589,28507.145998499538,18818.791098355545,18419.66297527917,18245.889892014755,4248.708718637297,4028.026915904648,3505.1953332643698,11968.269636489644,11731.585463889027,12255.075813233205,192.18585005279832,790
79,27417.531222123103,27173.805668016194,28282.865497076025,18798.56344036433,18329.318096464405,18261.94505671738,4243.065048380782,4004.8117108056767,3505.4200845773685,11900.268317853457,11688.421052631578,12161.30275131712,191.57894736842104,800
80,27326.679258172757,27165.17269098008,28297.57097791798,18881.44087868976,18307.06129392206,18250.19392873765,4214.386739366331,3983.7917847120357,3488.772528305579,11833.344173794268,11652.10457872039,12140.230229687446,192.42902208201895,810
81,27293.13430380422,27096.41729670586,28149.378901496733,18752.85673343164,18249.512435431723,18187.347242697153,4204.348257585811,3967.9224393974423,3480.5357622196743,11823.427426493765,11601.816927105489,12049.185587390395,190.97586568730327,820
82,27340.11932302447,27032.895176562324,28201.69185901562,18812.93637217125,18319.956414276985,18181.38239108507,4201.842176855641,3961.8493587079975,3466.744306156137,11751.847511745164,11589.451386310026,12020.527352597257,194.76439790575918,830
83,27398.039676523455,27105.323823452007,28308.40506416807,18797.958769343,18340.125391849528,18234.940700370244,4205.430544151428,3972.485294263687,3478.4225560087634,11781.027248613455,11590.503190997764,12022.292583078388,194.3573667711599,840
84,27292.3220249413,27066.510395927427,28128.13331338217,18681.76677855,18304.90750550419,18117.596327256455,4185.811451673211,3941.965652025638,3458.961893900508,11672.14551644343,11508.273813987365,11956.956394085177,194.58896982310094,850
85,27422.142745533773,27162.591697743224,28283.15416254301,18761.7341165059,18392.88663233178,18284.827220584917,4190.903002299392,3970.608575380359,3494.920795469932,11706.479979779682,11521.89062666241,11958.017455433373,196.05809128630705,860
86,27590.540989835663,27221.155851604664,28425.10217552489,18722.855514391566,18463.068699382235,18314.280651872974,4196.785609092642,3959.563781596874,3480.3501522401043,11730.940134872022,11529.702950202149,11926.534244333525,195.2479338842975,870
87,27545.532825215272,27237.966733084984,28258.33295817764,18784.773817987912,18399.092783505155,18268.55824897062,4183.19749554704,3942.9675225448204,3490.4732806370866,11697.032177444547,11463.229903975283,11883.05329683191,196.90721649484536,880
88,27624.423402169585,27312.051340422997,28384.575516872294,18915.105333930973,18579.72785164596,18357.393847621814,4178.11227583817,3949.2434840625865,3488.242277934979,11685.547164687327,11500.193615748767,11882.180550032122,197.9381443298969,890
